0;0,173648178;0,015192247;0,342020143;0,060307379;0,5;0,133974596
0,001;0,173647311;0,015192094;0,342018531;0,060306792;0,499997831;0,133973344
0,002;0,173644746;0,015191642;0,34201371;0,060305038;0,499991336;0,133969594
0,003;0,17364047;0,015190888;0,342005675;0,060302113;0,499980511;0,133963344
0,004;0,173634485;0,015189833;0,34199441;0,060298014;0,499965268;0,133954545
0,005;0,173626777;0,015188474;0,341979889;0,060292729;0,499945783;0,133943296
0,006;0,17361733;0,015186808;0,341962213;0,060286296;0,499921967;0,133929549
0,007;0,173606215;0,015184849;0,341941324;0,060278695;0,499893821;0,133913303
0,008;0,17359339;0,015182588;0,34191722;0,060269925;0,499861345;0,133894559
0,009;0,173578856;0,015180026;0,341889904;0,060259986;0,499824539;0,133873318
0,01;0,173562612;0,015177163;0,341859374;0,06024888;0,499783403;0,13384958
0,011;0,173544659;0,015173999;0,341825631;0,060236605;0,499737937;0,133823347
0,012;0,173524997;0,015170535;0,341788676;0,060223164;0,49968814;0,133794619
0,013;0,173503626;0,015166769;0,341748507;0,060208556;0,499634014;0,133763397
0,014;0,173480545;0,015162704;0,341705127;0,060192782;0,499575557;0,133729683
0,015;0,173455757;0,015158337;0,341658534;0,060175843;0,499512771;0,133693477
0,016;0,17342926;0,015153671;0,341608729;0,060157739;0,499445654;0,133654781
0,017;0,173401055;0,015148704;0,341555713;0,06013847;0,499374207;0,133613596
0,018;0,173371142;0,015143438;0,341499486;0,060118039;0,499298431;0,133569924
0,019;0,173339521;0,015137872;0,341440048;0,060096444;0,499218324;0,133523765
0,02;0,173306193;0,015132007;0,341377399;0,060073688;0,499133887;0,133475123
0,021;0,173271158;0,015125843;0,341311539;0,060049771;0,49904512;0,133423998
0,022;0,173234417;0,015119379;0,34124247;0,060024694;0,498952023;0,133370391
0,023;0,173195969;0,015112617;0,341170191;0,059998457;0,498854596;0,133314306
0,024;0,173155814;0,015105557;0,341094703;0,059971063;0,498752839;0,133255744
0,025;0,173113955;0,015098198;0,341016007;0,059942511;0,498646751;0,133194706
0,026;0,173070389;0,015090542;0,340934102;0,059912803;0,498536333;0,133131196
0,027;0,173025119;0,015082588;0,340848989;0,05988194;0,498421586;0,133065214
0,028;0,172978145;0,015074337;0,340760669;0,059849923;0,498302508;0,132996764
0,029;0,172929466;0,015065789;0,340669142;0,059816754;0,4981791;0,132925848
0,03;0,172879083;0,015056944;0,340574409;0,059782434;0,498051361;0,132852468
0,031;0,172826997;0,015047804;0,34047647;0,059746963;0,497919293;0,132776628
0,032;0,172773209;0,015038367;0,340375325;0,059710344;0,497782895;0,132698328
0,033;0,172717718;0,015028635;0,340270977;0,059672577;0,497642166;0,132617573
0,034;0,172660525;0,015018608;0,340163424;0,059633664;0,497497108;0,132534365
0,035;0,172601631;0,015008286;0,340052667;0,059593607;0,497347719;0,132448707
0,036;0,172541036;0,01499767;0,339938709;0,059552407;0,497194001;0,132360601
0,037;0,172478741;0,014986759;0,339821548;0,059510066;0,497035952;0,132270052
0,038;0,172414746;0,014975556;0,339701185;0,059466585;0,496873574;0,132177062
0,039;0,172349052;0,014964059;0,339577623;0,059421966;0,496706865;0,132081634
0,04;0,17228166;0,01495227;0,33945086;0,05937621;0,496535827;0,131983772
0,041;0,17221257;0,014940189;0,339320898;0,05932932;0,49636046;0,131883479
0,042;0,172141782;0,014927816;0,339187737;0,059281297;0,496180762;0,131780759
0,043;0,172069298;0,014915153;0,339051379;0,059232142;0,495996736;0,131675615
0,044;0,171995119;0,014902198;0,338911823;0,059181858;0,495808379;0,13156805
0,045;0,171919244;0,014888954;0,338769072;0,059130447;0,495615693;0,13145807
0,046;0,171841674;0,014875419;0,338623125;0,05907791;0,495418678;0,131345677
0,047;0,17176241;0,014861596;0,338473984;0,05902425;0,495217333;0,131230875
0,048;0,171681453;0,014847485;0,338321649;0,058969468;0,495011658;0,131113668
0,049;0,171598804;0,014833085;0,338166121;0,058913567;0,494801654;0,130994061
0,05;0,171514462;0,014818398;0,338007401;0,058856548;0,494587321;0,130872057
0,051;0,17142843;0,014803424;0,337845491;0,058798415;0,494368659;0,130747661
0,052;0,171340708;0,014788164;0,33768039;0,058739168;0,494145667;0,130620877
0,053;0,171251296;0,014772618;0,3375121;0,05867881;0,493918346;0,130491709
0,054;0,171160195;0,014756788;0,337340623;0,058617344;0,493686696;0,130360163
0,055;0,171067407;0,014740673;0,337165958;0,058554772;0,493450717;0,130226242
0,056;0,170972931;0,014724274;0,336988107;0,058491096;0,493210409;0,130089952
0,057;0,17087677;0,014707592;0,336807071;0,058426319;0,492965773;0,129951296
0,058;0,170778923;0,014690628;0,336622852;0,058360443;0,492716807;0,129810281
0,059;0,170679392;0,014673381;0,336435449;0,05829347;0,492463513;0,12966691
0,06;0,170578177;0,014655854;0,336244865;0,058225403;0,492205891;0,129521189
0,061;0,170475279;0,014638047;0,336051099;0,058156245;0,49194394;0,129373123
0,062;0,1703707;0,014619959;0,335854155;0,058085998;0,491677661;0,129222716
0,063;0,170264441;0,014601593;0,335654032;0,058014665;0,491407054;0,129069976
0,064;0,170156501;0,014582949;0,335450732;0,057942249;0,491132119;0,128914905
0,065;0,170046882;0,014564027;0,335244255;0,057868752;0,490852855;0,128757511
0,066;0,169935586;0,014544828;0,335034604;0,057794176;0,490569264;0,128597799
0,067;0,169822613;0,014525353;0,33482178;0,057718526;0,490281346;0,128435773
0,068;0,169707964;0,014505603;0,334605783;0,057641804;0,4899891;0,12827144
0,069;0,16959164;0,014485578;0,334386615;0,057564012;0,489692527;0,128104806
0,07;0,169473643;0,01446528;0,334164278;0,057485154;0,489391627;0,127935876
0,071;0,169353973;0,014444709;0,333938771;0,057405232;0,4890864;0,127764657
0,072;0,169232631;0,014423866;0,333710098;0,05732425;0,488776846;0,127591154
0,073;0,169109619;0,014402751;0,33347826;0,05724221;0,488462965;0,127415373
0,074;0,168984937;0,014381366;0,333243256;0,057159116;0,488144759;0,127237321
0,075;0,168858587;0,014359712;0,33300509;0,057074971;0,487822226;0,127057003
0,076;0,16873057;0,014337789;0,332763763;0,056989778;0,487495367;0,126874426
